user_Id,cluster_Id,answer_date,answers,tags
54d4a1d6db8155e6700f853b,132,2015-03-05 20:44:00,"ok
",[]
54d4a1d6db8155e6700f853b,141,2015-03-05 21:08:00,"Try a tree? Or use OneVsRestClassifer(LogisticRegression).
I'll have a look soon.
probably with ``estimator__``. But I'd rather go with a tree, which should work
","['tr', 'ess', 'gist', 'egress', 'sh', 'st', 'sti', 'ch', 'tree', 'ssi', 'tor', 'gis', 'mat', 'ss', 'go', 'ou', 'ld', 'las', 'gr', 'io']"
54d4a1d6db8155e6700f853b,144,2015-03-05 21:27:00,"no transparency here. I technically have a laptop monitor and a large one, but in the office I currently only use the large one. Still context-switching too much.
I have the gitter tab just always open
","['ill', 'jus', 'context-switch', 'tr', 'monit', 'nt', 'apt', 'par', 'ex', 'ta', 'sp', 'st', 'ffi', 'ntext', 'co', 'nic', 'ch', 'cal', 'ice', 'git', 'context-switching', 'xt', 'tor', 'rr', 'ent', 'text', 'call', 'ca', 'mo', 'tex', 'pen', 'ff', 'muc', 'il', 'monitor', 'ntl', 'switching', 'mu', 'transparency']"
54d4a1d6db8155e6700f853b,149,2015-03-05 22:25:00,"ok let me look at it tomorrow
","['om', 'row', 'let', 'rro', 'rr', 'mo', 'tom']"
54d4a1d6db8155e6700f853b,160,2015-03-06 16:26:00,"I feel the same way
do you want to press the green button or should I do the rebase dance?
","['ase', 'el', 'nt', 'ess', 'eel', 'rebase', 'gree', 'ant', 'wan', 'sh', 'button', 'ton', 'yo', 'ss', 'ou', 'ld', 'sa', 'sam', 'base', 'gr', 'fee', 'pre']"
54d4a1d6db8155e6700f853b,168,2015-03-06 17:48:00,"ok
",[]
54d4a1d6db8155e6700f853b,183,2015-03-07 17:38:00,"yeah, go ahead. the branch should be there now.
","['sh', 'ch', 'head', 'go', 'ou', 'ld', 'branch', 'ranch']"
54d4a1d6db8155e6700f853b,185,2015-03-07 17:56:00,"you too!
","['yo', 'ou']"
54d4a1d6db8155e6700f853b,196,2015-03-10 20:32:00,"landscape.io does not seem to be very mature yet. but could be cool and carl is pretty responsive
","['ape', 'lan', 'tty', 'responsive', 'sp', 'sc', 'co', 'landscape', 'ca', 'mat', 'em', 'cap', 'ou', 'landscape.io', 'ld', 'dsc', 'po', 'pre', 'io', 'sca']"
54d4a1d6db8155e6700f853b,213,2015-03-11 14:30:00,"ok
",[]
54d4a1d6db8155e6700f853b,238,2015-03-18 15:23:00,"@omerzimp why are you so set on AF?
","['set', 'om', 'hy', 'yo', 'imp', 'ou', 'mer']"
54d4a1d6db8155e6700f853b,243,2015-03-18 15:26:00,"there is also AgglomerativeClustering, which is much faster and easier to understand than AF
and provides a hierarchical clustering
well ok if your point is to understand how to implement AF on MR then go for that. I just don't see why you would want to do that, as AF is a crappy algorithm.
There are a also papers about implementing good clustering algorithms on MR
","['int', 'el', 'des', 'der', 'jus', 'stan', 'ape', 'ri', 'om', 'nt', 'de', 'cl', 'vi', 'glom', 'hiera', 'ant', 'arch', 'hy', 'ta', 'wan', 'rar', 'st', 'algorithm', 'goo', 'aster', 'ch', 'sta', 'cal', 'ide', 'lg', 'ring', 'ovi', 'yo', 'ent', 'ca', 'rc', 'em', 'hat', 'rstan', 'imp', 'muc', 'go', 'lso', 'ou', 'ld', 'ati', 'eas', 'rs', 'als', 'po', 'point', 'od', 'mer', 'ls', 'eme', 'mu', 'hierarchical', 'cra']"
54d4a1d6db8155e6700f853b,245,2015-03-18 15:27:00,"I am just asking why you want AF.
","['jus', 'nt', 'ant', 'hy', 'wan', 'st', 'skin', 'kin', 'yo', 'ou']"
54d4a1d6db8155e6700f853b,249,2015-03-18 15:41:00,"@ogrisel cool :) there are sooo many reviews to be done....
","['el', 'rise', 'review', 'ri', 'vi', 'views', 'co', 'view', 'ws', 'eviews', 'gr', 'ogr']"
54d4a1d6db8155e6700f853b,251,2015-03-18 15:46:00,"btw @ogrisel if we merge one Pr every day, we will still be going at Chrismas (if no-one opens any more).
omerzimp there is none. Pyspark is the closest, I'd think. there are also python interfaces for h2o and graphlab/dato
","['int', 'el', 'ill', 'rise', 'ism', 'merge', 'wil', 'ri', 'om', 'nt', 'cl', 'par', 'sp', 'st', 'sti', 'face', 'interface', 'lab', 'graphlab', 'h2', 'eve', 'hla', 'mo', 'pen', 'imp', 'bt', 'go', 'python', 'lso', 'ace', 'il', 'graph', 'thin', 'als', 'gr', 'yt', 'h2o', 'mer', 'ls', 'closest', 'clos', 'ose', 'ogr']"
54d4a1d6db8155e6700f853b,253,2015-03-18 15:52:00,"np.unique(clustering.labels_)
","['el', 'ri', 'np', 'cl', 'uniq', 'st', 'iq', 'ring', 'lab', 'unique', 'que', 'label', 'labels', 'ls']"
54d4a1d6db8155e6700f853b,269,2015-03-18 20:11:00,"thanks, that's awesome! have fun!
I'll try to figure out the test that crashes on all kind of weird combinations of python and numpy
","['kind', 'fig', 'figure', 'som', 'tr', 'bin', 'om', 'ump', 'comb', 'sh', 'st', 'ei', 'co', 'nat', 'kin', 'ras', 'rd', 'com', 'hat', 'numpy', 'ash', 'combinations', 'python', 'ou', 'ati', 'yt', 'awe', 'na', 'io', 'crash', 'cra']"
54d4a1d6db8155e6700f853b,270,2015-03-18 20:20:00,":feelsgood:
","['el', 'eel', 'goo', 'go', 'fee', 'od', 'ls']"
54d4a1d6db8155e6700f853b,273,2015-03-18 20:30:00,"Well if you want, you can try to track down what are the changes in python and numpy that cause this to fail ;)
I have to work on organizational stuff for the rest of the day, so I can't track this down much further at the moment
","['el', 'tr', 'om', 'nt', 'ump', 'tuf', 'organization', 'ant', 'wan', 'st', 'mom', 'ch', 'rt', 'rest', 'uff', 'yo', 'stuff', 'ent', 'ca', 'rack', 'hat', 'trac', 'mo', 'numpy', 'ff', 'muc', 'python', 'ou', 'il', 'ati', 'yt', 'na', 'ack', 'io', 'mu']"
54d4a1d6db8155e6700f853b,286,2015-03-19 16:29:00,"I could but I have other things to do. and without looking at it, how should I say if it is doable?
","['sh', 'co', 'kin', 'ou', 'ld', 'sa', 'thin']"
54d4a1d6db8155e6700f853b,291,2015-03-20 15:54:00,"thanks, looks good and I marked for backport
","['backport', 'back', 'goo', 'port', 'ed', 'rt', 'rke', 'go', 'po', 'od', 'ack']"
54d4a1d6db8155e6700f853b,322,2015-03-23 15:09:00,"Ok you are just building a regressor. By application I mean: does this ever work better than a random forest? Also, is that what people currently use in symbolic regression? And does that work better than greedy expansions of variables in a linear model?
@ogrisel would you still have them in the ``.utils`` module? I thought about introducing ``._utils`` and just moving (backward-compatible) all the non-public API there?
but maybe I should rather spend my time on reviewing the LDA and GP PRs  or finishing the MLP.
Btw, for the MLP, I'm not 100% certain on how to do nesterovs momentum. I find the paper was not very clearly written, but maybe I was just tired
https://github.com/scikit-learn/scikit-learn/pull/4436 just passed
","['int', 'tps', 'variables', 'nis', 'module', 'opl', 'el', 'mov', 'nest', 'ill', 'rise', 'cert', 'review', 'jus', 'time', 'iab', 'ini', 'tr', 'ode', 'var', 'ape', 'momentum', 'ri', 'hub', 'om', 'nt', 'find', 'tire', 'de', 'cl', 'ess', 'vi', 'ubl', 'maybe', 'ex', 'egress', 'gree', 'ta', 'back', 'public', 'sh', 'sp', 'uci', 'st', 'mom', 'cat', 'sti', 'sc', 'co', 'ime', 'exp', 'view', 'mean', 'ppl', 'rd', 'sse', 'dom', 'ed', 'git', 'ovi', 'ssi', 'sym', 'https', 'rt', 'line', 'rest', 'pull', 'ps', 'vin', 'rr', 'ear', 'greedy', 'yo', 'ent', 'nes', 'ca', 'building', 'model', 'com', 'em', 'mod', 'war', 'regression', 'ert', 'hat', 'eve', 'mo', 'ansi', 'pen', 'sed', 'ss', 'mode', 'lso', 'ou', 'rtai', 'red', 'ld', 'expansion', 'build', 'uti', 'scikit-learn', 'il', 'ria', 'ati', 'cin', 'gr', 'github', 'cer', 'ntl', 'du', 'od', 'ack', 'io', 'random', 'ls', 'http', 'del', 'rod', 'pan', 'near', 'ogr']"
54d4a1d6db8155e6700f853b,344,2015-03-24 19:16:00,"well he said he understood my idea
not that it solves his issue / replaces his
I should reread my proposal
It has been two years (sic!)
","['sic', 'el', 'der', 'rep', 'pos', 'de', 'sh', 'st', 'prop', 'opos', 'sal', 'ide', 'ear', 'replace', 'hat', 'su', 'ss', 'ou', 'ace', 'epl', 'ld', 'sa', 'rs', 'po', 'od']"
54d4a1d6db8155e6700f853b,345,2015-03-24 19:19:00,"I would have to re-read but it tries to address some of the points that I mentioned in my email
:)
","['int', 'som', 'tr', 'add', 'ri', 'om', 'nt', 'ess', 'ed', 'trie', 'ent', 'points', 'em', 'hat', 'ss', 'ou', 'mention', 'ld', 'il', 'po', 'point', 'email', 'io', 'dd']"
54d4a1d6db8155e6700f853b,350,2015-03-24 21:00:00,"no
",[]
54d4a1d6db8155e6700f853b,352,2015-03-24 21:01:00,"anyhow, I commented on melange that I think it is not a good name
I would just call it model selection and evaluation maybe
","['select', 'el', 'alu', 'jus', 'ode', 'om', 'nt', 'lan', 'comm', 'de', 'val', 'lua', 'maybe', 'st', 'goo', 'co', 'cal', 'ed', 'selection', 'ent', 'call', 'ca', 'uat', 'model', 'com', 'mod', 'hat', 'lang', 'mo', 'mode', 'go', 'ou', 'nam', 'ld', 'evaluation', 'thin', 'ati', 'na', 'od', 'mel', 'io', 'del', 'eval']"
54d4a1d6db8155e6700f853b,358,2015-03-24 21:59:00,"google doc
@ogrisel do you think this is a good idea: https://github.com/scikit-learn/scikit-learn/issues/4445 we could ask cangermueller to do it, he didn't have much opportunity to prove his coding skills yet, I think
heading over to facebook for free drinks now ^^
ttyl
","['tps', 'el', 'ill', 'rise', 'rm', 'doc', 'idn', 'ri', 'hub', 'om', 'tty', 'de', 'facebook', 'cod', 'dn', 'goo', 'free', 'sc', 'port', 'co', 'ch', 'codi', 'face', 'boo', 'ide', 'ogl', 'git', 'https', 'rt', 'ps', 'ear', 'yo', 'ca', 'kill', 'head', 'com', 'su', 'ss', 'muc', 'go', 'ou', 'ace', 'ld', 'scikit-learn', 'il', 'heading', 'thin', 'po', 'gr', 'github', 'od', 'ls', 'http', 'tun', 'mu', 'oppo', 'ogr']"
54d4a1d6db8155e6700f853b,369,2015-03-26 01:11:00,"tomorrow. It's 21h in NYC
","['om', 'row', 'rro', 'rr', 'mo', 'tom']"
54d4a1d6db8155e6700f853b,373,2015-03-26 01:27:00,"noooo don't do it ;)
",[]
54d4a1d6db8155e6700f853b,383,2015-03-26 14:53:00,"@omerzimp I wouldn't expect that.
","['om', 'ex', 'dn', 'exp', 'expect', 'hat', 'imp', 'ou', 'ld', 'mer']"
54d4a1d6db8155e6700f853b,391,2015-03-26 18:07:00,"I'll do it, I can release afterwards.
","['ase', 'el', 'rd', 'rel', 'release', 'ca', 'war', 'rds', 'eas']"
54d4a1d6db8155e6700f853b,393,2015-03-26 18:05:00,"@ogrisel I'm back
just out for lunch
@ragv I'll do it in a bit
","['unc', 'el', 'rise', 'ag', 'jus', 'ri', 'back', 'st', 'ch', 'ou', 'bit', 'gr', 'ack', 'ogr']"
54d4a1d6db8155e6700f853b,398,2015-03-26 18:22:00,"@ogrisel what is the status now? do you want to do it or should I? Also, should we have a ""highlights"" section in whatsnew?
maybe not
next we should push the 0.16.0 version, trigger the buildbot, and move the docs, right?
are you working on any of these?
","['hig', 'el', 'mov', 'rise', 'tr', 'doc', 'tus', 'ri', 'nt', 'hts', 'rsi', 'next', 'maybe', 'ex', 'buildbot', 'sec', 'ant', 'ta', 'wan', 'sh', 'st', 'light', 'sn', 'version', 'sta', 'kin', 'ocs', 'xt', 'yo', 'push', 'stat', 'orking', 'hat', 'move', 'mo', 'lso', 'ou', 'ld', 'build', 'il', 'dbo', 'rs', 'gr', 'highlight', 'tsne', 'status', 'io', 'ls', 'ats', 'ogr']"
54d4a1d6db8155e6700f853b,404,2015-03-26 18:42:00,"can you have a brief look at the commit https://github.com/amueller/scikit-learn/commit/dbe3cd33145677cdae9bdbcbef0c3791bf94bca3 @ogrisel ?
","['tps', 'bc', 'el', 'rise', 'ri', 'hub', 'om', 'comm', 'cda', 'c3', 'sc', 'co', 'git', 'https', 'ps', 'ear', 'yo', 'ca', 'com', 'cd', 'ou', 'scikit-learn', 'commit', 'gr', 'github', 'mi', 'http', 'mu', 'ogr']"
54d4a1d6db8155e6700f853b,408,2015-03-26 18:48:00,"- Improved error messages and better validation when using malformed input data.
","['ag', 'rm', 'put', 'np', 'val', 'ess', 'ta', 'ata', 'sage', 'rro', 'ed', 'orm', 'rr', 'validation', 'using', 'sag', 'message', 'ida', 'ss', 'lf', 'sa', 'messages', 'ati', 'input', 'ssa', 'io', 'malformed']"
54d4a1d6db8155e6700f853b,411,2015-03-26 18:55:00,"ok. I'll push it, do the docs stuff and push the docs. I think we can do this now.
whatsnew changes will go to both branches
","['ill', 'wil', 'doc', 'tuf', 'sh', 'st', 'sn', 'ch', 'ocs', 'uff', 'stuff', 'push', 'ca', 'hat', 'ff', 'go', 'il', 'thin', 'branch', 'ranch', 'tsne', 'ats']"
54d4a1d6db8155e6700f853b,426,2015-03-27 14:46:00,"good
I just decided to stay at home, I'm too sick
","['sic', 'home', 'jus', 'om', 'de', 'ta', 'st', 'goo', 'sta', 'ide', 'ed', 'go', 'od']"
54d4a1d6db8155e6700f853b,462,2015-03-29 15:58:00,"thanks
That sounds like a good strategy
","['tr', 'st', 'goo', 'rate', 'hat', 'go', 'ou', 'od']"
54d4a1d6db8155e6700f853b,469,2015-04-01 14:27:00,"I agree
","['ag', 'gree', 'gr']"
54d4a1d6db8155e6700f853b,493,2015-04-06 14:06:00,"oh damn, I didn't think of that.
btw, can you ping gael on gsoc?
we need to move forward
to get the right number of slots
","['el', 'mov', 'get', 'idn', 'ri', 'dn', 'dam', 'rd', 'ed', 'yo', 'ca', 'war', 'pi', 'hat', 'move', 'slot', 'ping', 'mo', 'slots', 'bt', 'ber', 'ou', 'thin', 'gso', 'forward', 'soc']"
54d4a1d6db8155e6700f853b,538,2015-04-14 16:10:00,"ok, fixed. I'll update the mac build thing, I guess, and then we check the sdists...
and build the website and minimize the PNGs ... fun :)
","['ini', 'sdist', 'ess', 'sdi', 'st', 'fixed', 'dis', 'ch', 'ed', 'minim', 'web', 'ss', 'min', 'minimize', 'ld', 'build', 'il', 'thin', 'xed', 'sts', 'date', 'mi']"
54d4a1d6db8155e6700f853b,545,2015-04-14 19:58:00,"maybe I'll try upload_all
oh, right
now it works
","['tr', 'ri', 'maybe', 'upload', 'load']"
54d4a1d6db8155e6700f853b,546,2015-04-14 20:04:00,"yeah It does work. Did you upload already?
ok. what is twine?
I'm just drafting the ann mail, ok?
","['raft', 'jus', 'twine', 'lr', 'ready', 'st', 'wine', 'upload', 'yo', 'hat', 'ou', 'il', 'load']"
54d4a1d6db8155e6700f853b,613,2015-05-05 21:27:00,"makes sense, but we can also not wait for the fix in pandas.
@ogrisel so I think we should maybe just copy the DF in the ""rare"" situation that happens and throw a warning that people should use .values to avoid the copy?
","['opl', 'el', 'alu', 'rise', 'jus', 'sense', 'ri', 'row', 'val', 'maybe', 'void', 'rar', 'sh', 'st', 'co', 'ca', 'ning', 'uat', 'war', 'hat', 'pandas', 'pen', 'copy', 'lso', 'ou', 'ld', 'oid', 'thin', 'ati', 'als', 'gr', 'nse', 'throw', 'io', 'ls', 'cop', 'wait', 'pan', 'sens', 'ogr']"
54d4a1d6db8155e6700f853b,632,2015-05-15 20:55:00,"hey :)
",['hey']
54d4a1d6db8155e6700f853b,645,2015-05-18 22:39:00,"ok, I will. not sure I have time to go through all of it now
","['ill', 'time', 'wil', 'ime', 'su', 'go', 'ou', 'il']"
54d4a1d6db8155e6700f853b,648,2015-05-19 14:40:00,"not yet
",[]
54d4a1d6db8155e6700f853b,653,2015-05-19 15:35:00,"where are you going vlad? Will you be around?
","['ill', 'aro', 'yo', 'go', 'ou', 'il']"
54d4a1d6db8155e6700f853b,657,2015-05-19 18:22:00,"great!
",['gr']
54d4a1d6db8155e6700f853b,662,2015-05-20 14:41:00,"pretty sure that will fix the issue
","['ill', 'wil', 'tty', 'hat', 'su', 'ss', 'il', 'pre']"
54d4a1d6db8155e6700f853b,693,2015-05-27 20:39:00,"hehe ok
loooool http://en.wikipedia.org/wiki/Andreas_M%C3%BCller
","['ip', 'dia', 'ed', 'wikipedia', 'wiki', 'eas', 'http', 'edi']"
54d4a1d6db8155e6700f853b,695,2015-05-27 20:58:00,"lol
I'm not that interesting
","['int', 'nt', 'st', 'sti', 'rest', 'hat']"
54d4a1d6db8155e6700f853b,719,2015-06-03 19:19:00,"yeah probably
but the FeatureUnion thing didn't get as much attention, I think
","['get', 'idn', 'nt', 'dn', 'ch', 'ent', 'att', 'nio', 'muc', 'thin', 'io', 'mu']"
54d4a1d6db8155e6700f853b,738,2015-06-04 20:30:00,"yeah sounds good
","['goo', 'go', 'ou', 'od']"
54d4a1d6db8155e6700f853b,746,2015-06-04 22:13:00,"well you could just leave them out, that could be supported.
but still ugly
","['el', 'ill', 'jus', 'st', 'sti', 'port', 'co', 'rte', 'ed', 'rt', 'yo', 'em', 'hat', 'su', 'sup', 'ou', 'ld', 'il', 'po']"
54d4a1d6db8155e6700f853b,752,2015-06-04 22:21:00,"haha
",[]
54d4a1d6db8155e6700f853b,777,2015-06-05 18:04:00,"feel free to do it
","['el', 'eel', 'free', 'fee']"
54d4a1d6db8155e6700f853b,784,2015-06-05 20:15:00,"@vene that is what I was asking
and the slicing API with complex number that do not mean steps seems a really awkward construct
isinstance(sparse.csr_matrix([[1, 2]]), containers.Mapping) == True. # that is all
gitter is weird
","['ompl', 'isin', 'construct', 'lex', 'tr', 'containers', 'stan', 'awk', 'ri', 'om', 'nt', 'par', 'ex', 'ta', 'trix', 'sp', 'st', 'ei', 'co', 'csr', 'skin', 'mean', 'sta', 'kin', 'rd', 'isinstance', 'ems', 'sli', 'struct', 'git', 'eps', 'ps', 'instance', 'mat', 'com', 'em', 'war', 'pi', 'contain', 'hat', 'ping', 'ber', 'ppi', 'plex', 'cin', 'rs', 'matrix', 'step', 'cons']"
54d4a1d6db8155e6700f853b,788,2015-06-05 20:47:00,"more or less horrifying than the complex slicing?
","['ompl', 'lex', 'ri', 'om', 'ess', 'ex', 'co', 'rif', 'sli', 'rr', 'com', 'mo', 'ss', 'plex', 'less', 'cin']"
54d4a1d6db8155e6700f853b,790,2015-06-05 20:58:00,";)
",[]
54d4a1d6db8155e6700f853b,792,2015-06-05 21:08:00,"sorry, I didn't get that
","['get', 'idn', 'dn', 'rr', 'hat']"
54d4a1d6db8155e6700f853b,836,2015-06-09 15:45:00,"sounds good
","['goo', 'go', 'ou', 'od']"
54d4a1d6db8155e6700f853b,847,2015-06-10 23:09:00,"probably not.
Maybe ping @ogrisel ?
great!
","['el', 'rise', 'ri', 'pi', 'ping', 'gr', 'ogr']"
54d4a1d6db8155e6700f853b,891,2015-06-12 19:43:00,"Either is fine
usually we ask to squash commits before merging, so if you always amend you don't have to do that
the PR discussions are not handled in a great way by github, no matter which method you use.
","['hub', 'om', 'comm', 'squash', 'sh', 'sc', 'co', 'dis', 'led', 'handle', 'ch', 'ed', 'git', 'ssi', 'yo', 'mat', 'com', 'hat', 'su', 'att', 'ash', 'ss', 'ou', 'commit', 'gr', 'uss', 'github', 'od', 'mer', 'sua', 'mi', 'io']"
54d4a1d6db8155e6700f853b,941,2015-06-17 17:55:00,"if anyone has time, the timing on #4844 really confuses me btw.
Slicing an euclidean distance into smaller bits makes the code run faster?!
","['int', 'time', 'ode', 'stan', 'nt', 'de', 'cl', 'cod', 'ta', 'distance', 'st', 'co', 'ime', 'dis', 'aster', 'sta', 'ide', 'yo', 'timing', 'fuse', 'bt', 'min', 'bits', 'bit', 'cin', 'uses', 'ming', 'od', 'mi']"
54d4a1d6db8155e6700f853b,961,2015-06-17 18:47:00,"so if you want to square an array it is faster to do so by chunking it... that seems wrong
","['nt', 'ant', 'wan', 'st', 'aster', 'ch', 'arr', 'ray', 'kin', 'ems', 'rr', 'yo', 'em', 'hat', 'chunking', 'ou', 'square']"
54d4a1d6db8155e6700f853b,962,2015-06-17 18:50:00,"for the code in #4844 chunks of size 1 are fastest
%timeit array *= array doesn't work lol
having the loop over samples be the fastest just seems so wrong
","['jus', 'time', 'ode', 'sample', 'de', 'vi', 'cod', 'ampl', 'st', 'ei', 'sn', 'co', 'ime', 'ch', 'arr', 'chunks', 'ray', 'ems', 'timeit', 'vin', 'rr', 'em', 'avi', 'sa', 'sam', 'imei', 'oop', 'od', 'size']"
54d4a1d6db8155e6700f853b,974,2015-06-18 15:14:00,"I stil have not really read that :-/
","['st', 'sti', 'hat', 'il']"
54d4a1d6db8155e6700f853b,975,2015-06-18 15:16:00,"sweet
",[]
54d4a1d6db8155e6700f853b,982,2015-06-18 15:32:00,"@vene would you not agree? Well you could argue it is always more robust.
GBM is an ensemble ;)
","['el', 'ag', 'gree', 'st', 'co', 'yo', 'bus', 'em', 'mo', 'sem', 'ou', 'ld', 'gr', 'nse', 'robust']"
54d4a1d6db8155e6700f853b,989,2015-06-18 15:55:00,"actually I think you should pick an example that can currently not be made to work
","['pick', 'nt', 'de', 'ex', 'ampl', 'sh', 'xa', 'rr', 'yo', 'ent', 'ca', 'pi', 'hat', 'ou', 'pic', 'ld', 'thin', 'ntl', 'act']"
54d4a1d6db8155e6700f853b,993,2015-06-18 15:59:00,"discussion: https://github.com/scikit-learn/scikit-learn/issues/4757
","['tps', 'hub', 'om', 'sc', 'co', 'dis', 'git', 'ssi', 'https', 'ps', 'ear', 'com', 'su', 'ss', 'scikit-learn', 'uss', 'github', 'io', 'http']"
54d4a1d6db8155e6700f853b,1017,2015-06-22 22:50:00,"no worries vladn :)
","['ri', 'dn', 'rr']"
54d4a1d6db8155e6700f853b,1021,2015-06-23 14:48:00,"@rvraghav93 commented there
","['ag', 'om', 'nt', 'comm', 'co', 'ed', 'ent', 'com']"
54d4a1d6db8155e6700f853b,1022,2015-06-23 14:51:00,"no in cross_validation
so there will be a new version now in model_selection
and the old version will behave the old way
","['select', 'el', 'ill', 'wil', 'ode', 'rsi', 'de', 'val', 'version', 'selection', 'validation', 'model', 'mod', 'mo', 'ida', 'ss', 'mode', 'ld', 'il', 'ati', 'cro', 'rs', 'od', 'io', 'del', 'ros']"
54d4a1d6db8155e6700f853b,1025,2015-06-23 14:56:00,"yeah just add ``new_cv.n_folds(X, y, labels)``
because we don't want to instantiate the whole thing there. we usually know this anyhow
","['el', 'jus', 'fold', 'stan', 'add', 'nt', 'lds', 'ant', 'ta', 'wan', 'know', 'st', 'sta', 'lab', 'hol', 'ca', 'su', 'label', 'labels', 'ld', 'thin', 'ole', 'sua', 'instant', 'ls', 'dd']"
54d4a1d6db8155e6700f853b,1032,2015-06-23 15:19:00,"np. sorry for the delay. we have quite a few prs
@vene @ogrisel do you want to review #4583 ?
","['el', 'rise', 'review', 'ri', 'nt', 'de', 'np', 'vi', 'ant', 'wan', 'view', 'rr', 'yo', 'quit', 'ou', 'rs', 'gr', 'delay', 'del', 'ogr']"
54d4a1d6db8155e6700f853b,1054,2015-06-23 17:31:00,"alright :)
","['ri', 'lr']"
54d4a1d6db8155e6700f853b,1085,2015-06-30 03:06:00,"tomorrow
","['om', 'row', 'rro', 'rr', 'mo', 'tom']"
54d4a1d6db8155e6700f853b,1108,2015-07-01 13:54:00,"yes
",[]
54d4a1d6db8155e6700f853b,1123,2015-07-02 20:57:00,"sweet thanks
",[]
54d4a1d6db8155e6700f853b,1187,2015-07-28 20:45:00,"@michaelaye glad you worked it out :)
","['el', 'ch', 'glad', 'ed', 'yo', 'rke', 'ou', 'mi']"
